country_name,GWn,GWc,regex,region,continent,GW_startdate,GW_enddate,microstate,GW_membership,cown,cowc,polity_ccode,polity_country,polity_startdate,polity_enddate,num_periods,problem_history,lon,lat,cow_startdate,cow_enddate
Laos,812,LAO,\blaos?\b,South-Eastern Asia,Asia,1954-05-01,NA,FALSE,TRUE,812,LAO,812,Laos,1954-10-22,NA,1,FALSE,102.495496,19.85627,1954-05-01,NA
Vietnam (Annam/Cochin China/Tonkin),815,VNM,^(?!.*republic)^(?!.*dem).*viet.?nam,South-Eastern Asia,Asia,1816-01-01,1893-01-01,FALSE,TRUE,816,NA,816,NA,NA,NA,1,FALSE,108.277199,14.058324,1800-01-01,1893-01-01
"Vietnam, Democratic Republic of",816,DRV,^(?!.*republic)(?!.*south).*viet.?nam(?!.*south)(?!.*s$)|^(?=.*socialist)(?!.*south).*viet.?nam(?!.*south)|(?!.*south).*viet.?nam.*(?=.*socialist)|viet.?nam.*(?=.*democr)|(?=.*democr).*viet.?nam,South-Eastern Asia,Asia,1954-05-01,NA,FALSE,TRUE,816,DRV,816,Vietnam North,1954-05-07,1976-07-01,2,FALSE,105.8341598,21.0277644,1954-05-01,NA
"Vietnam, Democratic Republic of",816,DRV,^(?!.*republic)(?!.*south).*viet.?nam(?!.*south)(?!.*s$)|^(?=.*socialist)(?!.*south).*viet.?nam(?!.*south)|(?!.*south).*viet.?nam.*(?=.*socialist)|viet.?nam.*(?=.*democr)|(?=.*democr).*viet.?nam,South-Eastern Asia,Asia,1954-05-01,NA,FALSE,TRUE,816,VIE,818,Vietnam,1976-07-02,NA,2,TRUE,105.8341598,21.0277644,1954-05-01,NA
"Vietnam, Republic of",817,RVN,^(south.*viet.?nam)|(viet.?nam?.*south)|(viet.?nam?(?!.*socialist).*republic)|^(?!.*democratic).*republic of vie.?tnam,South-Eastern Asia,Asia,1954-05-01,1975-04-30,FALSE,TRUE,817,RVN,817,Vietnam South,1955-10-26,1975-12-31,1,FALSE,106.6296638,10.8230989,1954-05-01,1975-04-30
Malaysia,820,MAL,malaysia,South-Eastern Asia,Asia,1957-08-31,NA,FALSE,TRUE,820,MAL,820,Malaysia,1957-08-31,NA,1,FALSE,101.975766,4.210484,1957-08-31,NA
Singapore,830,SIN,singapore,South-Eastern Asia,Asia,1965-08-09,NA,FALSE,TRUE,830,SIN,830,Singapore,1959-06-05,NA,1,FALSE,103.819836,1.352083,1965-08-09,NA
Brunei,835,BRU,brunei,South-Eastern Asia,Asia,1984-01-01,NA,FALSE,TRUE,835,NA,835,NA,NA,NA,1,FALSE,114.727669,4.535277,1984-01-01,NA
Philippines,840,PHI,philippines,South-Eastern Asia,Asia,1946-07-04,NA,FALSE,TRUE,840,PHI,840,Philippines,1935-11-24,NA,1,FALSE,121.774017,12.879721,1946-07-04,NA
Indonesia,850,INS,indonesia,South-Eastern Asia,Asia,1945-08-17,NA,FALSE,TRUE,850,INS,850,Indonesia,1945-08-17,NA,1,FALSE,113.921327,-0.789275,1945-08-17,NA
East Timor,860,ETM,^(?=.*leste).*timor|^(?=.*east).*timor,South-Eastern Asia,Asia,2002-05-20,NA,FALSE,TRUE,860,ETM,860,East Timor,2002-05-20,NA,1,FALSE,125.727539,-8.874217,2002-05-20,NA
Australia,900,AUL,australia,Australia and New Zealand,Oceania,1901-01-01,NA,FALSE,TRUE,900,AUL,900,Australia,1901-01-01,NA,1,FALSE,133.775136,-25.274398,1901-01-01,NA
Papua New Guinea,910,PNG,^(?!.*\bwest).*papua|\bp.*\bn.*\bguin.*|^p\.?n\.?g\.?$|new.?guinea|PAPUA N.GUINEA,Melanesia,Oceania,1975-09-16,NA,FALSE,TRUE,910,PNG,910,Papua New Guinea,1975-09-16,NA,1,FALSE,143.95555,-6.314993,1975-09-16,NA
New Zealand,920,NEW,new.?zealand,Australia and New Zealand,Oceania,1907-09-01,NA,FALSE,TRUE,920,NEW,920,New Zealand,1857-07-01,NA,1,FALSE,174.885971,-40.900557,1907-09-01,NA
Vanuatu,935,VAN,vanuatu|new.?hebrides,Melanesia,Oceania,1980-06-30,NA,TRUE,TRUE,935,NA,935,NA,NA,NA,1,FALSE,166.959158,-15.376706,1980-06-30,NA
Solomon Islands,940,SOL,solomon,Melanesia,Oceania,1978-07-07,NA,FALSE,TRUE,940,SOL,940,Solomon Islands,1978-07-07,NA,1,FALSE,160.156194,-9.64571,1978-07-07,NA
Fiji,950,FJI,fiji,Melanesia,Oceania,1970-10-10,NA,FALSE,TRUE,950,FJI,950,Fiji,1970-10-10,NA,1,FALSE,178.065032,-17.713371,1970-10-10,NA
Kiribati,970,KBI,kiribati,Micronesia,Oceania,1979-07-12,NA,TRUE,TRUE,946,NA,946,NA,NA,NA,1,FALSE,-157.3626011,1.8709185,1979-07-12,NA
Nauru,971,NAU,nauru,Micronesia,Oceania,1968-12-31,NA,TRUE,TRUE,970,NA,970,NA,NA,NA,1,FALSE,166.931503,-0.522778,1968-12-31,NA
Tonga,972,TON,tonga,Polynesia,Oceania,1970-06-04,NA,TRUE,TRUE,955,NA,955,NA,NA,NA,1,FALSE,-175.198242,-21.178986,1970-06-04,NA
Tuvalu,973,TUV,tuvalu,Polynesia,Oceania,1978-10-01,NA,TRUE,TRUE,947,NA,947,NA,NA,NA,1,FALSE,178.6799214,-7.4784418,1978-10-01,NA
Marshall Islands,983,MSI,marshall,Micronesia,Oceania,1986-10-21,NA,TRUE,TRUE,983,NA,983,NA,NA,NA,1,FALSE,171.989379,6.0683936,1986-10-21,NA
Palau,986,PAL,palau,Micronesia,Oceania,1994-10-01,NA,TRUE,TRUE,986,NA,986,NA,NA,NA,1,FALSE,134.58252,7.51498,1994-10-01,NA
Federated States of Micronesia,987,FSM,micronesia,Micronesia,Oceania,1986-11-03,NA,TRUE,TRUE,987,NA,987,NA,NA,NA,1,FALSE,158.2150717,6.8874813,1986-11-03,NA
Samoa/Western Samoa,990,WSM,^(?!.*amer).*samoa,Polynesia,Oceania,1962-01-01,NA,TRUE,TRUE,990,NA,990,NA,NA,NA,1,FALSE,-172.104629,-13.759029,1962-01-01,NA
